backup_path,category,extension,size_bytes,sha256,sensitive,publishable,duplicate_of,target_tour,alt_text
VPC-staff-4-a1d2ceb8279843839240b98065c47660.jpg,image,.jpg,197616,e84238d359555dcf7a4cf2b69f9a84bf08d4502b3b0d9f52ff8b3fc7324e60fe,no,yes,,,
Bolaven_plateau_map_png.png,image,.png,195729,a6a623931dc97abaf30e745c8d22391909681ea6008ea7ddd4a45b076b9edb4c,no,yes,,,
VPC-huei-thamo-village-2_resize.jpg,image,.jpg,193559,e7195a6f3c44b098a416b3e7f9d4e85bab15684645d80087578d3a84ef620f4b,no,yes,,,
BOLAVEN VIEW 2.jpg,image,.jpg,191679,2070d6816cafe048b4f9d5b45df43bf83c303f52fac2cf1077584db874fec7e7,no,yes,,,
Locomotive,image,(none),189975,1477a35b0fc300c7cc1396f907d65bec2d1c0b1fdddb32d4ecf02743eb163472,no,yes,,,
Sunset.jpg,image,.jpg,189663,29f0e82d4e30ec6e0da288f0a71b62a47d8ede85c08d8c759b82059e3fafb35a,no,yes,,,
image.png,image,.png,187374,7e5e97bf021bdbf3be8dca67b4716170eb7488c91bfdfc0f85df8ec0a38ff007,no,yes,,,
image-35265df3e32d4815b0a40ca911245e26.png,image,.png,187374,7e5e97bf021bdbf3be8dca67b4716170eb7488c91bfdfc0f85df8ec0a38ff007,no,yes,image.png,,
Coffee.jpg,image,.jpg,184130,1ff3d855fe6a1b01bc477dc86fb8b4f114e726be5dffa4accd8304484a0eafbb,no,yes,,,
Tad Fan-0dca6540e6b543dcad813cb5b4b5a965,image,(none),182717,dd121573aae995ccfd60e442b6a3b60217dbe22eddca9ae9caddb08d4515bc84,no,yes,,,
Don Khon-50f3789d43d241ce82bda4a340a94814,image,(none),182100,8b614ba75c65f6da40f2ff90486091b99d119d2e29c807e74f2c38158ec175be,no,yes,,,
Deposit.jpg,image,.jpg,181972,4bda597e7e0b0ca290f59c1fb4401542d7ba618b4b34cbe103084ad46646679c,no,yes,,,
Coffee in Bolaven Plateau-3d53c9d5f1104ca1bd6afb9f15c7f780,image,(none),181830,b8c61a98643b68014f9fd7bf5957d8f4038e741ae1b28d81f0288110ae0072bf,no,yes,,,
img_3421_edited.jpg,image,.jpg,179028,2e771446bd5b3238de1d3c0a6e9bdbb239fa7d1f5e5a998413ad5e3d84d23130,no,yes,,,
VPC-interior-31.jpg,image,.jpg,176459,66fbf22b9ea945861dfbb732622f8e6bc548fd6c2de58d024bdd307b2e65a54b,no,yes,,,
forWatPhouTravels.png,image,.png,173868,eca816658649c7ed89388420a3d404c5f0ff748ea51ac7b35c7130788194c098,no,yes,,,
forWatPhouTravels-36597426494648dd9a3d60616e734d47.png,image,.png,173868,eca816658649c7ed89388420a3d404c5f0ff748ea51ac7b35c7130788194c098,no,yes,forWatPhouTravels.png,,
Tour office.jpeg,image,.jpeg,170868,f6dc08f2e52bc4f5ef779826c7491278ac80102a900f37f308f73dfbac115218,no,yes,,,
Fisherman-84b1049a16f047068afd205212bc0e7a,image,(none),170206,8a78a141579984532f93674a341f0354a1f86ad4de572e56a8dea48833f9be1b,no,yes,,,
Old railway bridge,image,(none),167797,27d3102c8393e85f39be0ca734273383c6783511cb47c611e4540fddce5acf58,no,yes,,,
VPC-lunch-4.jpg,image,.jpg,166756,960ddd365edb3e07c6e956a33c4e5a5b52165a5f095933ca0ddaa4141bdf8cd6,no,yes,,,
Old railway bridge-ea45ab3e8f01476b97a20f8dc7f4685f,image,(none),165789,9847dfb23f3e5d476cf5fb591d4a5bceed97b5c3a3faf3643ac79abfe03cfcae,no,yes,,,
Golden Buddha in Pakse,image,(none),162786,da873ae8872fe53e78f651c08428d7d2e82a12a03fe04bf211105f598141a905,no,yes,,,
Fisherman in 4000 islands-711067b5d410482ba4b8972e747d053c,image,(none),158584,f6dffb28ab84ea0349f478c70c10f58773b5c76101722ee0fb7e22be24468b46,no,yes,,,
VPC-lunch-2.jpg,image,.jpg,158212,fc74a7e80f3905bc07ae6999a4a9e69e24e46426f052147324a2b0caa9d810aa,no,yes,,,
dinner.jpg,image,.jpg,156685,297d7b65cb9a7d3a171619608f2608312c394b4777f09de6fffe3e67a2ed29c2,no,yes,,,
VPC-champasak-steet-life-4.jpg,image,.jpg,155998,709eba809a71b62dfe0a1a6a4d6e4708ae2dbc7a47c69a0e9c2ee4fe60dbed78,no,yes,,,
VPC-khong-pha-pheng-waterfall-4.jpg,image,.jpg,154807,93cb17f29c22b3084e977a99d0968399c05eb06530e611d20e0c2e4a4ae80857,no,yes,,,
Beauties-of-Southern-Laos-18-10-2015.pdf,document,.pdf,153678,362c90c45225dc951618d8deae99943c5fde30f339e0a84218df56f6e66a6528,no,yes,,,
Sunset in 4000 islands,image,(none),153642,6e7641138e851597ba7f0fdc01a92ae2fa67f972b4621eedf4e0bd37e2488e7d,no,yes,,,
VPC-Boat-6.jpg,image,.jpg,153103,e2c9079afd0de612641cfe723e81f4a45db3e5cccb619358b1f21648b4bf0284,no,yes,,,
Car service,image,(none),152878,06dccf5abe75d1ac2f9e68156dbd9f2a56cd59e6d35464f56744fa849b367724,no,yes,,,
VPC-Boat-3.jpg,image,.jpg,144371,5f279ae588707026239bd7a95284626487989f2cfc9bdaddaff23cff2d0580b8,no,yes,,,
Phou Salao in Pakse-c6bbf9af7a6e43299c3de42bee734125,image,(none),142668,f9e73e9c6543b61c32b9dbf89b0c4e6660b8f2be850ec27a8afcc085ea06407e,no,yes,,,
pha-suam-2-1200x800.jpg,image,.jpg,142499,fa3f914ad16ed7148e67869553b8c3aacba391bd798ffe7ae108cd1cf6c0d95d,no,yes,,,
VPC-vat-phou-temple-31.jpg,image,.jpg,141810,4f21b9c48669d0f26684824167dd736f2002eab8d7f014c221685a1f5b8e552c,no,yes,,,
S__5677103 Vunyl Flooring packed.jpg,image,.jpg,140153,b2df20bc667f7c81232f0b064bffaf220aeb8379900c763065bfb4a584cb4f52,no,yes,,,
Pakse Museum-4a9a90e9a2d1471c9307cacf3e34bb7d,image,(none),140077,aaf00397f39ebb344e5db7e90c9cacccb601aa5de5e689aea0e148199d3ec355,no,yes,,,
tiger car.jpg,image,.jpg,138638,fe26103460c37aa31d7ec13edcb0d1ef0b92971f4ceb88b0bb654bda41726ae0,no,yes,,,
Boat cruise in 4000 islands,image,(none),133431,b2138aa4461882bcb0d40a32be5bcdbc5608f53c75037788cf6074d15a481a5f,no,yes,,,
VPC-lunch-7.jpg,image,.jpg,132202,b075fb55be355a442a7e08f628400345202a746f735b065c988320d43a8a1376,no,yes,,,
VPC-Boat-7.jpg,image,.jpg,130804,f0e192bfc9fd99bad6ee9b850ad7805b90573b41526e789ea2dd2f37e1554106,no,yes,,,
TIMELINE-Bhalfday.pdf,document,.pdf,127159,f6131c3f4577a2660f81369102553d44e4ae4ea924e37744a1c861bf61fffe0c,no,yes,,,
Inside office (1).jpeg,image,.jpeg,126809,5fc025d2a0006485ba20fc7b9a111393f323d95735458d0013c19857c12caf1d,no,yes,,,
11235280_413938522131828_4293272789807744473_n.jpg,image,.jpg,124639,4507a1808951e06ac3c6f7eefe480ff66537a593b0d867dbe07d9df183f093e1,no,yes,,,
scenic-market-1 pakse.jpg,image,.jpg,124382,ca1739123097170ae93fc7250eacfac4158ed7145e1bed4db0b20ee51a2918a9,no,yes,,,
scenic-market-1 pakse-0f3ad307a31b49408ecd39f08e95f9be.jpg,image,.jpg,124382,ca1739123097170ae93fc7250eacfac4158ed7145e1bed4db0b20ee51a2918a9,no,yes,scenic-market-1 pakse.jpg,,
Logo of WPT,image,(none),123725,f03b884341fe3b3c40d509958ebaa919a52ec07d65c863cabcc5212feacf3b9a,no,yes,,,
Le Panorama-0fc55b8238ca42859faf7c4640fcc868,image,(none),121288,72f0b2dd4f89d31265d63e76c0765c430ffaa139d3a0bcabdf8187552c967263,no,yes,,,
Timeline-4000islands1N2D.pdf,document,.pdf,120869,8e37aaa5b2b9366682e0a532e78928759c476c76b58e2ad18de47369e5c49269,no,yes,,,
Cocktail at Le Panorama Rooftop,image,(none),115665,c45276d7b7138a06373aaf1e528df8aa8f2e8f59c7ce4418d2d50ee17b4027ff,no,yes,,,
University of Calgary to Champasak-03d2948b8ca047739a5bfe761fff938e,image,(none),114817,db24555c153e0d41488852e844bce72e599cffce43a5adedf2e217c02f8fed1a,no,yes,,,
VPC-Ban-Dua-Tae-8.jpg,image,.jpg,112440,727d0c1146df75d6f88c3790b7d2a48ef4b5c14352057677d15a4da7a69cab01,no,yes,,,
VPC-Boat-9-ac5b79f363914ab0b470afc840469093.jpg,image,.jpg,111982,f6a05271b1910cd462b80d96ec6377be57acdac7b2d306be7e547c4a65c1f0cf,no,yes,,,
VPC-lunch-3.jpg,image,.jpg,111437,c9190aa1cf27bf0f46cd0b3650255fb91e8eac1399bb020e793e7da98b3e9104,no,yes,,,
New logo WPT.jpg,image,.jpg,111278,27b7039658e169779483bca38f5716b963952d8f722df012149f357d6c5f4841,no,yes,,,
Puppet theater,image,(none),109825,6a2c1d3127400b45ebec2ccbf9f301b8356e1749e338dfc4a377d0b55930bf92,no,yes,,,
Pakse hotel.jpg,image,.jpg,107859,aa1333a0e89c231a7cf5d2219da3e0f38db3e2fb7574915448c18e3ec5722236,no,yes,,,
WPT new logo 2019.png,image,.png,106527,4aedbede9019ce17bd9a23162e0d6a6684e5b031d94bffd6583875022a19eb52,no,yes,,,
Don daeng island.jpg,image,.jpg,104370,dbbbff795d4f39725d6ba4872f29da381c6328c229a85454fece3180fff74f65,no,yes,,,
Timeline-WPhalf.pdf,document,.pdf,103705,aebd1581e0c652730e8862f25dc99e492d7e5441853ffbfc49da8d34537125a8,no,yes,,,
VAT-PHOU-CRUISE-HD-301000.jpg,image,.jpg,103536,5ed0a079cc9360eeb76b0f3bf388e1f9ce83c10fd0d0d0a6003cbfdbd60f16c8,no,yes,,,
VAT-PHOU-CRUISE-HD-301000-77d32d4cb10a4266b8f6bc6fe5601b83.jpg,image,.jpg,103536,5ed0a079cc9360eeb76b0f3bf388e1f9ce83c10fd0d0d0a6003cbfdbd60f16c8,no,yes,VAT-PHOU-CRUISE-HD-301000.jpg,,
Bolaven_Plateau_coffee.jpg,image,.jpg,102802,86eb7d30e3b53fbd135f48c344bf906dbf8515ec13a304458510ab5708dc465d,no,yes,,,
Logo WPT,image,(none),102487,7540e94221a097762401bbbc4f0a38f6c087d889fbfc23bee5936da59001b819,no,yes,,,
new logo WPT trsp (1).png,image,.png,102164,0cd8e151411109f257887e119b09dcf83ca54d0be5d6a4ffe2b5248e11999dc4,no,yes,,,
new logo WPT trsp.png,image,.png,102164,0cd8e151411109f257887e119b09dcf83ca54d0be5d6a4ffe2b5248e11999dc4,no,yes,new logo WPT trsp (1).png,,
LE PANORAMA 2.jpg,image,.jpg,100232,1389aeba1e685cd8e090b335b13d63caa76395c556c77c85eef4c9eb37021186,no,yes,,,
trekking watphou.jpg,image,.jpg,97443,e684ccd9ca0054cc6e928db63c47c0ede86fb406d53c18eeca28b05495e17b20,no,yes,,,
VPC-huei-thamo-beach-7.jpg,image,.jpg,96305,412f14aafb1ecada13e8a58a7a82ca85644f8e854c97b45a98bc8242a7753e52,no,yes,,,
Coffee & tea at Mme South shop,image,(none),90227,b3c1b7fc2893dde818976e71c462856484a2ddb20d737f3a2829b1fc68a3f7c9,no,yes,,,
Timeline-4000islandsfullday-copie.pdf,document,.pdf,87560,9f7e80e323f25430d19d296b30cdc213c7f07946af1bb7e0f60e7ab2d3b0cdfe,no,yes,,,
hat sai koune.jpg,image,.jpg,85923,505fa844adfe7037e23e7739bed15c3d095ce8f3295677e3050ca850b41d49a0,no,yes,,,
Invoice group Anjana 1 pax Dec - 25.doc,document,.doc,82432,b1bd9b31b4324b13ee316182fc7babde1f78a6370794dc6be35a3f27d71b73fc,yes,quarantine,,,
VPC-breakfast-3.jpg,image,.jpg,81568,bbd10765e8c4eaba61e1e9062a730a781d93ebc2a6be90d06c12eaef19d05a4f,no,yes,,,
Le Panorama-bfd2e8549e2e428bb8b4b3b67f28be85,image,(none),81430,717faf5950e6168c37643be2ade8e4a9358ea9609b4fc3700251d8113f8a0d46,no,yes,,,
IBAN.jpeg,image,.jpeg,81384,57d4b39499893d2b09f0c7d785946f5da90ec251d051573918552cce36d4a4c3,no,yes,,,
IBAN-3defa33db2ae4a47b4a23e300fcd7e90.jpeg,image,.jpeg,81384,57d4b39499893d2b09f0c7d785946f5da90ec251d051573918552cce36d4a4c3,no,yes,IBAN.jpeg,,
IBAN (WPT).jpeg,image,.jpeg,81384,57d4b39499893d2b09f0c7d785946f5da90ec251d051573918552cce36d4a4c3,no,yes,IBAN.jpeg,,
Stone Carving in Wat Chomphet,image,(none),81225,f96cf27e0812bbf768cb1521710aaed7aa263869feac2e7a15ce944b69bf1f2a,no,yes,,,
bnp-vir-ZZ1H61QLXVCB5IQ2G.jpg,image,.jpg,79580,146919f588344894e439ae7f19258830313317ea97d8a7ae295e5327374bff06,no,yes,,,
bnp-vir-ZZ1H61QLXVCB5IQ2G-89748e70c4f04dff9f0e8729ab7e4dd5.jpg,image,.jpg,79580,146919f588344894e439ae7f19258830313317ea97d8a7ae295e5327374bff06,no,yes,bnp-vir-ZZ1H61QLXVCB5IQ2G.jpg,,
14517561_560786364113709_2000397126932693036_n.jpg,image,.jpg,78625,7baa936851d60e7f35722656dd5c6869853aff86604e9372dd8f0dbac1bd5cc2,no,yes,,,
stone-carver.jpg,image,.jpg,72008,21d4ae29e0b44c43636e488f433d70ab0eea57d2ed2338e5a9e715f288bbf748,no,yes,,,
seng-ahloune-guest-house.jpg,image,.jpg,70982,7105bf913633ec443fc9bfecac0748fcc3919a7d5d0008d81010a8ecfcc11a07,no,yes,,,
Sunset in 4000 islands-bcec615d639b48078b28dce880cde4c7,image,(none),69855,1a656c203eb170d3b35ae94716d88180dd3fdef80ca19a45dd6a8765e7f1ad12,no,yes,,,
new logo WPT.jpg,image,.jpg,65242,5a4f27e4505ed1a57f5fab580ecc5f1f8ebe7d14f839c5f621fab1f18ae46d2a,no,yes,,,
payment.jpeg,image,.jpeg,64298,d53b7e0472a9d10ce8e37c4aa1598cf8e7086f2b209ba1c619490606a6ce2a8b,no,yes,,,
Compter sur demain.jpg,image,.jpg,63305,57cedc3b702dc5baaac93cfd2546e2eb41a3c2fcacffd56e5f5af94e2dd0cb99,no,yes,,,
Charge details.jpeg,image,.jpeg,61669,6f11be51403354a50f9832ca73fd29655fb28a663baff3402977050ee441b302,no,yes,,,
Phou Assa-c53dac1d99d84e65bc4f164859b83b7d,image,(none),60667,11199ba572f60c73b82385bd9950c0e08cb5366e9b51aa3e45e3c387cefca620,no,yes,,,
11174824_387174898141524_2038396251948066244_n.jpg,image,.jpg,59143,821ac4200dfd99684768cdae22926c7524a984569e8dbd9d2eccc123700907b5,no,yes,,,
explore-the-4000-islands.jpg,image,.jpg,58855,96cd761cca58ab7c0db704c9f9686b6b5dee1584a0368fc2f65335b3301ffeff,no,yes,,,
la-folie-lodge.jpg,image,.jpg,56610,f009d7ecbfd6f2c9396665923567e0acfa54802afb548a173eb9202fc2389807,no,yes,,,
logo WPT21 white transp.png,image,.png,56505,1400af943b34be3b903f9c08348ffae27da84f060496d13ed9774596698d9df9,no,yes,,,
Pakse burger 66,image,(none),50910,22286864d8ed42e0f7b83d24e534897c3d39bffc82e7277c975c98a24e140957,no,yes,,,
tad yuang (1).jpg,image,.jpg,50582,6f8b0c1b22504d9d5e4cdd4ca4b2654c7643d875f9037c602df9b5adf869f339,no,yes,,,
vat-muang-kang-19th-century.jpg,image,.jpg,49148,d4c84d2f1ab42c74c33e7ec4fbf1a0e20a92813935422ca134649bd5d22beee0,no,yes,,,
Logo,image,(none),40664,c6086c5adbce635101ff9f98e98d816f42052385e963e8d298e56a5c412d2c4b,no,yes,,,
tad champi.jpg,image,.jpg,40573,0034168e91927bddb3dcfe60c3e699b6a6f800e5acd33c61d48a3266f47d6758,no,yes,,,
marie.jpg,image,.jpg,38534,013582280f7a7f8d30fdf60f64d3fa42fb468f3fbb8af14741fe9c0ca6d9ddba,no,yes,,,
bank details in $.jpg,image,.jpg,35911,6de19308133c1168ce1518b364f931d31a98e4b8d39bf18777e519321ed0bdf1,no,yes,,,
bank details in $-9539abb2cc744335b723cddf8f2b7987.jpg,image,.jpg,35911,6de19308133c1168ce1518b364f931d31a98e4b8d39bf18777e519321ed0bdf1,no,yes,bank details in $.jpg,,
Watphou Travels review on Google Map.png,image,.png,32029,6d8a5f22d03b53f0b994f7e781a4e80c1b0425cc921230255d71bc25ea156d0a,no,yes,,,
53137538_526068987882813_2869739749520703488_n.jpg,image,.jpg,27122,d4c46f464917832a7f14b66cb70533f61e78a2671804c6987c513beb36494cee,no,yes,,,
Instagram.jpg,image,.jpg,18901,ebb6e1c03ac42d64ee7aa4d14eb75a3aad3f61c309955a9485c5858a164d4117,no,yes,,,
Le Panorama logo,image,(none),15963,2547fed8a60ba028de42bf17895fc16a31b0a9e59b2fd25c511f2ce4fbc5dd2e,no,yes,,,
Fisherman in 4000 islands-ebe91cf1ad714c8c8f27c726ee032aa9,image,(none),13180,f85339826dab27a91d37ab569ce264a7ec8d16cef3d50068ec123bc49c163ce9,no,yes,,,
tripadvisor.jpg,image,.jpg,11087,3445855d242c0813c2f72d342c634a446a253e54dd416ba7792da0315e24c5ed,no,yes,,,
Laos 25.xlsx,document,.xlsx,9734,5378ad62befc307114d5a91662c895abba44abc51910d3d6d92b5cf7e6cb2b13,no,yes,,,
southern laos logo.png,image,.png,8758,c3646bc4a432d6977d32d9330d06339324af5e41a02441f341ddf4ce412a7998,no,yes,,,
Pakse hotel Logo.jpg,image,.jpg,8652,44ab9fc673c7b1e233f9739e604d95a9aa3c72a79334891e68042a8d73f2c3b1,no,yes,,,
LAO FLAG.png,image,.png,5478,740ecd819a3b2e16f9805b17b3ec446fe7f261ff52a34023a5c8bad7e7de58d2,no,yes,,,
image001.jpg,image,.jpg,823,cb0628092ddea96bb040221b5c793dbbb792a67d0621bdfba170c07374d85801,no,yes,,,
~WRD0002.jpg,image,.jpg,823,cb0628092ddea96bb040221b5c793dbbb792a67d0621bdfba170c07374d85801,no,yes,image001.jpg,,
~WRD0000.jpg,image,.jpg,823,cb0628092ddea96bb040221b5c793dbbb792a67d0621bdfba170c07374d85801,no,yes,image001.jpg,,
image001-63f33ade33f04b03a09d76c7d3fea477.jpg,image,.jpg,823,cb0628092ddea96bb040221b5c793dbbb792a67d0621bdfba170c07374d85801,no,yes,image001.jpg,,
~WRD0002-84ebfb3f924243f2a7b1812d1656ca7f.jpg,image,.jpg,823,cb0628092ddea96bb040221b5c793dbbb792a67d0621bdfba170c07374d85801,no,yes,image001.jpg,,
~WRD0000-4bb869536cdb49a5ac9c370b49a536c9.jpg,image,.jpg,823,cb0628092ddea96bb040221b5c793dbbb792a67d0621bdfba170c07374d85801,no,yes,image001.jpg,,
~WRD0000-ecdd22b6358b4f53820078bb02ba479e.jpg,image,.jpg,823,cb0628092ddea96bb040221b5c793dbbb792a67d0621bdfba170c07374d85801,no,yes,image001.jpg,,
blocked.gif,image,.gif,118,2af4c22b4490d9a598a3fee3b49d3f898feefb4cb6918f58b68a3d815439e9a8,no,yes,,,
